,課程名稱,評價星等,評論數,總影片時長,觀看數,價格,課程簡介,評論標題,評論內容
10,索艾克的私房料理學｜手把手教你六國經典宴客菜,5.0,19,361,758,3590,"🍽 瞭解二十道菜色的食譜與配方
🍽 學到適用多種料理的各種訣竅和原則，包括但不限於油炸、揉麵、煎煮、香料使用等
🍽 觀摩 Soac 索艾克的擺盤與呈現風格，為自己的美麗餐桌做足準備！","['唯一支持廚房廢寶', '身為廢寶，支持就是唯一♥️', 'all章節', '簡單明瞭', '簡單又有趣的課程', '簡單有趣又實用的課程', '簡單有趣的課程', '身為索艾克粉，一定要支持', '輕鬆好上索', '被解救的海外廢寶', '打拋豬aka白飯小偷', '只有一點難！', '很貼心的課程', '簡單好上手', '廢到直接上場、無需試做', '布丁真的好吃', '很棒的課程內容', '內容豐富, 解釋詳細! ', '開心的線上課程']","['有夠喜歡有夠簡單，真的輕鬆上手易成功', '生動的講解，讓烹飪變得有趣，內容也很適合初學者學習♥️', '食譜設計很人性化，省略了麻煩的步驟或食材後，成品還是讓人驚艷。\n很值得想偷懶又想下廚的廢寶們嘗試。\n', '課程簡單明瞭介紹，讓新手也上手', '簡單容易上手，老師講話又不會無聊\n適合料理新手們', '課程有趣又實用，\n也希望索艾克能繼續推出新課程(手比愛心)。', '跟著索艾克在家裡就能輕鬆學到好吃的宴客菜', '身為一名廢寶\n光看索艾克做料理就一種享受\n也給了我很多料理靈感\n剩下就是多練習囉~', '可以再更多元浮誇一點的料理 ,因為部分跟菜色跟平常頻道有重複,但這邊很精緻認真  如果可以有文字敘述食譜可以快速確認材料等更讚', '教學說明簡單易懂！食材也都有說明讓購買變得方便！（許願：好想要食譜書哦）', '容易學也好下飯 實用的食譜👍', '對廢寶來說最難的只有出門買材料！課程步驟清晰，菜色多變化，學一道可以應用三道，很實用！', '透過教學的過程，教導一些細節讓我們可以透過這些技巧順利學習到每道料理', '步驟簡單，成果超美味🥰', '買了線上課，\n明明很簡單卻完全不想做，\n還是腦子一直設定他是聚會餐平日不宜？\n簡單到連試做都免了，\n朋友來直接上場就好🤣🤣🤣\n\n要寫推薦文怎樣都得試做看看味道，\n連二天煮一道當早餐，\n簡單卻很到味，\n完全可以端出來見客不失禮～\n\n廢寶大家很齊一信念，\n坐好坐滿不交功課，\n這氛圍真是讓人好喜歡😆\n我們不是廢只是心情沒到位⋯', '我沒有加香草莢，但還是很香很滑順，好吃', 'Soac老師的課程講解我覺得很淺顯易懂，然後分享某些食材能使用什麼取代，這點很棒！因為有時候看食譜，想跟著煮這道料理時，會發現家裡或手邊沒有這些東西，不知道要怎麼辦，所以這個細節真的覺得很貼心，希望未來能在研發好上手的食譜😆 ', '內容豐富, 解釋詳細! ', '課程內容豐富，特別是偏愛的義式料理跟泰式料理，很詳細卻又淺顯易懂的解說，謝謝老師。']"
11,米其林三星主廚教你做！時尚法式甜點的秘密,4.0,2,242,272,3600,"．對於法式甜點的精神、基礎，可以有一定程度掌握。
．可以自行操作製作基本款法式甜點，自行設計創意版的法式甜點。
．可以學習如何品味真正的法式甜點精華。","['收穫很多很推薦來上老師的課', '熱帶仲夏的百香芒果']","['收穫很多很推薦來上老師的課\n期待能有下一套課程', '覺得這道甜點的剖面層次很漂亮，視覺上很吸引人\n一直很想交功課，希望有時間可以把全課程裡面的東西做過一次。']"
12,法式甜點在地魂製作攻略－日日在家菓實日,4.33,6,166,399,3480,"1. 懂文化｜深入了解台灣甜點文化與西式甜點的關係
2. 有能力｜使用一般家庭有的廚具就能夠完成溫暖精緻的法式點心
3. 愛土地｜面對買回來的原物料，能有效保存、不再浪費
4. 好創意｜具有應用剩餘食材，變化出不同的點心的能力","['深入淺出的紮實甜點課', '謝謝菓實日超不藏私的分享教學！', '感謝老師無私開課', '標示錯誤不嚴謹', '以深入淺出的方式介紹甜點製作', '覺得很療癒也學習很多!!']","['解說仔細，讓人很有臨場感、真實感，也有很多有趣實用小知識', '要不是太喜歡菓實日的台味法式甜點，我大概一輩子都懶得在家烘焙甜點～\n\n謝謝老師把眾多經典人氣品項都無私地傳授給我們，不怕被別人學走影響銷量！課程竟然還包括我一直錯過的夢幻品項—醬油可麗露！剛好我收集了好幾瓶超棒的古法純釀黑豆醬油，都想拿來試一輪！\n\n線上課程讓我在家就可以無限反覆觀看學習，而且老師的長相和說話方式都好溫柔療癒，光是純收看不動手也很享受呢（誤', '線上課程較實體便宜，一次可以學到好多品項，而且隨時隨地能夠不現次數覆習，老師的甜點有特色又好吃，超棒的！', '可麗露有口味的食譜少了麵粉份量\n查逐字稿也沒有\n看了學生問答才看到原味粉量\n但原味跟口味份量不見得一樣...\n針對這部分也沒有回答\n看了同學詢問的酒份量竟然也是錯的\n這樣如果沒看問答不就完全一團亂...\n目前只做了可麗露但覺得整個很不嚴謹...\n也不好吃\n醬油口味做了一爐普遍評價都說很詭異...\n原本很期待\n但因為這些狀況對其他品項也沒什麼信心\n\n覺得有雷到', '謝謝主講人將製作甜點以條理分明的方式敘述，搭配清楚的影片更可以讓我很快的進入狀況，期待我可以做出更多好吃的甜點。', '自己創業後好少時間可以做點心\n很謝謝老師開課\n老師的課程條理很清晰畫面也很舒服\n學起來很療癒 是假日下午放鬆學習的好選擇!!!']"
13,低熱量馬卡龍自己做：韓國金老師的甜點時光,4.92,60,120,945,1280,上完課，就可製作完美的圓形馬卡龍。,"['十分推薦的馬卡龍課', '十分易明', '馬卡龍製作心得', '好吃的馬卡迪', '講解仔細', '造型馬卡龍', '講解', '過程仔細', '推薦', '講解仔細', '免結皮', '馬卡龍', '解決很多難題', '終於成功做出馬卡龍', '很棒', '馬卡龍好吃', '低卡不膩順口的馬卡龍', '馬卡龍', '跟著老師做，一次就成功👍🏻', '太棒了', '課程還不錯，原理說的不多', '老師講的仔細 不清楚的 回頭反覆一直看 都可以發現問題喔！', '學到很棒的馬卡龍製作', '最穩定成功的課程', '方便操作馬卡龍', '簡單易懂好操作', '課程很棒', '容易得到成就的馬卡龍課程', '適合嘗試烤馬卡龍都失敗的你', '初學者也不怕', '不错的课程', '老師很棒～', '謝謝老師', '馬卡龍課程', '淺顯易懂', '馬卡龍', '老師細節說得很詳細', '初學馬卡龍', '馬卡龍', '義式馬卡龍', '適合新手', '問題', '内容很好', '馬卡龍', '影片很好看配方很好吃', '馬卡龍', '馬卡龍造型～', '馬卡龍課程', '馬卡龍課程', '很清楚', '馬卡龍', '易懂', '淺顯易懂', '清楚易懂', '馬卡龍課程', '課程內容很詳細', '還不錯', '我成功了', '值得～金老師馬卡龍', '馬卡龍']","['之前用網路上的馬卡龍食譜做了3~4次，烤出來都不太理想，上完老師的課後第二次就烤出成功的馬卡龍了！\n網路上馬卡龍的教學太多，每個人講的也都不一樣，每次失敗都不知道原因從何找起，\n老師把製作馬卡龍的重點說明的簡單扼要，掌握了關鍵原則終於成功烤出漂亮的馬卡龍！！\n', '老師解說清楚，完成度高👍🏻', '一直都喜歡可可愛愛的東西，在對烘焙有興趣的情況下看到馬卡龍就決定要製作!!!!\n試過很多配方最後決心要上金老師的課程，終於在多次嘗試後有比較成功了，\n希望之後可以做出造型馬卡龍~', '真的要多多練習', '可惜內餡只有一種', '最期待製作造型的馬卡龍，沒想到其實是運用圓的概念放在不同位置來呈現動物，超棒的也超喜歡的。', '詳細', '老師講解的過程很仔細，可惜內餡只教了一種。\n希望老師可以盡快回覆我提出的問題。', '內容實用，學到很多', '老師會重複說明步驟，容易記得！', '免結皮，節省很多時間', '這堂課很值得一次學習到三種蛋白霜製作\n且每一個步驟都慢慢地講解\n再來可能遇到的問題及狀況發生\n是一堂很棒的課程', '課程很好 學到很多', '還沒上課的時候自己有上網看影片做馬卡龍 ，但是都沒有成功 ，老師教的很詳細，跟著做之後終於成功做出馬卡龍', '老師教的清楚又詳細', '小技巧很實用，免結皮，時間上很省時快速，內餡的部份，比較單調，可惜老師沒有開放內餡的變化部份。感謝老師教學', '一直以來都覺得馬卡龍是甜膩又難成功的甜點，上了金老師的課，才知道原來馬卡龍可以有這麼多種的變化，重點是一點都不難做而且又不膩低卡超順口，真的是物超所值的一堂課！', '課程淺顯易懂', '老師在課程中講解的很仔細，雖然選擇了最穩定的義式馬卡龍來做，不過在免結皮方法真的省了好多時間，對家用烤箱的我，這方式太理想了。', '非常詳細', '有問題可以獲得解答的感覺真好', '五顆星', '老師細心解說，能學到很棒的馬卡龍製作方式，太棒了！', '用過很多其他人的方法,也做過法義瑞式但老師用的方法最穩定也最容易成功', '看完課程後, 想要馬上購買材料操作:)', '課程設計的很簡顯易懂，沒做過的同學看完也可以很輕易的理解。上完課會讓人很想實際操作\n可惜內餡只有教一種，多幾款可以變化更好', '老師教的很清楚讓人很容易上手', '講解非常仔細 按照老師步驟做 一次就成功。\n還有造型的教學 很值得的學習\n', '謝謝老師用心的教學，嘗試幾次後成功率提高了很多', '老師的步驟說明清楚易懂，也會細心提醒要注意的地方。', '内容易懂，有点遗憾的是课程只教了一种内陷，若能多教一两种不同口味的马卡龙会更好。', '老師的說明都淺顯易懂～而且方法真的失敗律很低！之前自己研究做，雖然也有做出來，但是都有空心；而且也多次有破裂⋯都不知道什麼原因造成⋯\n但經過老師的說明以後，就比較知道問題出在哪，可以從中去微調～\n總之就是收益良多～～～', '老師告知了我們很多重點問題\n多注意真的就會成功了', '老師課程教得非常仔細，常見的問題老師都有題解；成功率高！很棒的一堂課程！', '第一次操作就80%，真的很開心', '一次學到很多種，很棒', '老師細節說得很詳細,對於初學者學習是很好的!', '原本以為是一項很難的課程，看完所有的影片後，感想是老師講得很仔細，該注意的細節都有說明，提起實驗的精神要動手來做看看了，謝謝老師。', '老師的教課方式，淺顯易懂，清楚交代每個細節，真的是一位很棒的老師，所以我鼓起勇氣踏出第一步做了馬卡龍，真的不會很甜，而是越嚼越香，太感動了，謝謝老師的教學!', '內容詳細注意事項說明的很清楚，失敗多次的我第一次成功完成。使用老師的配方真的很容易成功。超喜歡這課程~', '幫新手解答了很多初次烘培的疑惑,非常受用：）', '好詳細介紹做法', '内容很多感觉很超值，马卡龙种类都有教，并且还有造型和内馅，很棒', '老師教學詳細，提醒重點、技巧，講解過程也很容易懂，感謝老師無私的分享教學！！', '影片會讓人不由自主的看完，老師解說很切中要點不冗長\n配方做出來的馬卡龍口感很高級，希望以後可以開其它馬卡龍餡料課程', '上課內容很詳細，攪拌跟烘烤的注意事項老師也會說明的很清楚，使用老師的配方真的很容易成功！', '講解的很詳細 感覺操作上也不會失敗\n很期待造型的馬卡龍解鎖喔！', '很期待造型馬卡龍～\n製作過程中遇到問題，老師也都會回覆！\n覺得此課程非常棒！', '老師教學清楚，非常實用', '很清楚介紹馬卡龍的技巧，第一次做就成功～', '老師用簡易教學方式 易懂 易學 連初學者都容易上手 超喜歡這課程希望老師開更多的課', '原本以為馬卡龍很容易失敗，可是看過教學影片，發現其實不難的！', '課程內容淺顯易懂，也將一些需要特別留意的小細節仔細說明，很貼心。', '內容容易講解也清楚，果真是新手也可以輕鬆上手', '影片可以複習很方便', '老師的教學很仔細，讓人覺得馬卡龍的製作很容易學習。\n期待之後要釋出的造型馬卡龍。', '還不錯', '原來破頭真的是乾燥的問題，以前搜尋網路都說室內乾燥，然後用手在馬卡龍表面摸不沾手就好，但每次都要一個小時以上；免結皮讓我一次就成功', '課程簡潔、重點式、完整，三種做法都有課程說明，很棒，影片可一看再看，我很喜歡，也覺得很值得，期待金老師新課程，造型馬卡龍☺️。', '教得很仔細 老師準備課程很用心']"
14,真空烹調在家做，科學方法學舒肥,5.0,5,621,226,1800,"1. 能以真空烹調方式，製作出 46 道不同國家的經典菜餚
2. 能學會以真空烹調方式，改良傳統菜餚與嘗試創作全新菜餚
3. 能以有趣簡單的烹調科學角度，進行廚房的菜餚操作","['超讚課程', '課程豐富且實用', '真空烹調', '很豐富', '淺顯易懂']","['受益良多', '值得推薦', '內容多元 老師用心很棒\n但是在家實際操作 還是會有一些比較需要花時間的地方 如""製作真空包"" 控制溫度等', '做菜就是科學，依著教學走，還滿好吃的。', '課程非常實用，簡單，讓我們這些家庭主婦(夫)利用零碎的時間來完成美味的料理。']"
15,餐桌香味升級！辛香料女王的單方香料學,0.0,0,334,29,1480,"跟著愛玲老師做好香料基本功的蹲馬步練習，在腦海中建立完整的單方香料邏輯，料理、甜點、日常保健，隨時信手捻來！
⭐ 小提醒：本堂課著重在香料特性、香料搭配等相關解說，非料理實作課，課堂中有提供與各種香料有關的食譜，但老師不會親自下廚示範教學。同學可觀看單元 2-2 試看影片，評估課程內容與教學方式是否符合自身所需喔！",[],[]
16,酒武士歐子豪的清引食：在家做日料、飲清酒,4.67,15,294,400,4200,"◈ 在家也可以做出日本居酒屋料理
◈ 認識並了解日本清酒知識及搭配原理
◈ 懂得如何運用清酒知識及日料技巧，在家創造新的飲食風格","['沒什麼重要的東西', '課程內容豐富, 老師解說詳細', '深入淺出的課程', '清引食-清酒引出食物美味', '日常實用的好課程', '淺顯易懂但又能破除一些以前做料理的迷失', '課程', '很棒', '非常有趣~簡單明瞭~', '歐老師課程評價', '製作簡單的居酒屋料理搭清酒', '非常有趣', '謝謝老師', '清引食', '懂得輕鬆做料理']","['沒什麼重要的東西', '課程內容豐富, 老師解說詳細', '老師演繹的方式、食材的選擇、處理、運用和烹調，讓我對每道料理和清酒的配搭有深厚的認識和了解，也解開和糾正了以前錯誤處理和烹調方法，連洗米也是一件重要的學問。這是一門很值得上的線上課程。', '老師很用心的把課程平易化, 讓很少在下廚的我也能習得基礎日料和烹飪邏輯, 對清酒的介紹更是精彩易懂, 期待有一天老師可以再傳授更多日料的課程唷！', '深入淺出的課程內容及詳細解說，非常適合想小試身手的廚房新手。示範的菜餚，食材易取得和烹調方式簡單，課後即可練習實作外，對於日本酒，有更深一層的了解。', '整體課程看起來非常舒服\n不複雜\n看完就想跟著老師一起做\n結果又能如課程所呈現', '老師料理及清酒品飲的專業絕對超過五顆星。\n建議後製的影片剪輯及文字編寫，於影片完成時先行觀看影片內容，影片提及的食材是否有使用 ? 或是食材使用的份量與影片上的說明是否符合 ? 這樣學員照著影片的呈現，能立即理解並掌握食材的運用及料理。 如有進一步的問題，再線上留言提問討論。才不至提問基本的食材用量、食材是否有使用等。謝謝\n', '淺顯易懂', '歐老師講解各食材、做法、居酒屋、各酒款的由來、歷史、介紹!!!\n看影片聽故事~有趣又可以增加知識!!', '歐老師在熒幕前展示很容易掌握的烹煮技巧。我將會逐一練習，多謝指教', '對於每道教學的料理，都有介紹適合搭餐的清酒，也了解到不同酒造的特色，覺得受益良多！', '老師請問一下，牛肉料理的部分，如果不吃牛的話可以怎麼做替代呢？', '覺得進入新世界 非常有趣~', '子豪老師真的太帥太迷人了！專業、不藏私的分享讓我們了解更多日式的餐飲文化還有烹飪的技巧！很榮幸可以成為老師的學生，追隨老師是我一生的志願！祝福老師一切平安順心❤️', '上完這堂課對食材跟酒的簡單搭配有更明確的使用與愛好']"
17,龍師傅的台菜世界廚房,4.67,3,123,105,1800,"1.飲食文化 – 學生能更深入了解台灣的飲食文化基本味型
2.情感 – 年輕人可藉由臺菜文化背景、脈絡典故、了解學習臺菜的現代意義， 讓臺菜成為家族及社會的集體情感
3.技術 – 認識常用調味料和辛香料，歸納出九種調味料、五種辛香料的運用，食材的處理和基本刀工，鍋具與工具的使用方式與烹調技術（煎、煮、蒸）縮短初學者探索的時間，讓下廚是一件愉快的事情

","['螢幕上的字，遮住老師手的動作', '對台菜有新的認知', '不錯的課程']","['老師很專業，講解得很仔細，但螢幕上的字，遮住老師手的動作', '雖然只有3道菜，還是有學到料理精隨~', '講解明瞭，適合初學者']"
18,簡天才師傅教你在家打造宴客法國菜,5.0,4,218,162,3600,"1.法式料理的基礎認識、精髓、技藝與擺盤技巧：6 種醬汁、2 款常備高湯與醬汁、6 道經典料理。
2.無論做甚麼菜都適用的萬用刀工！
3.【簡式絕活】海陸食材一次掌握！挑選、處理食材的訣竅與秘訣。
4.認識綠色好食材，縮短食物里程兼顧美味料理。
5.簡天才師傅 30 多年廚藝心法與超實用技法，不藏私公開！
6.在家做出精緻宴客菜，不是夢！","['收穫良多~非常實用', '值得學習的一堂課', '淺顯易懂的課程', '解鎖很多料理的秘訣']","['把課程看了好幾遍。\n一道一道的實做出來\n邀請好友一起品嘗\n看著盤子見底連醬汁都吃的乾乾淨淨\n無比成就感', '老師講解仔細\n課程內容編排用心，循序漸進\n值得推薦的法式料理課程👍\n', '簡老師的法式料理課程，內容詳細，除了材料單外，口述上仍有補充，很適合紀錄下來，反覆練習', '果然有很多好吃的秘訣，希望能再有類似的課程喔!']"
19,法式繽紛馬卡龍,5.0,6,33,92,500,基礎的法式馬卡龍 & 巧克力甘拿許內餡,"['教學架構清晰明瞭', '調色馬卡龍', '簡單明瞭的課程', '馬卡龍製作', '成功的馬卡龍', '教學仔細']","['老師教學內容淺顯易懂，連沒有烘焙基礎的新手，也能輕鬆上手，覺得非常值得！', '超級快速就解鎖馬卡龍，照著步驟做確實真的很容易就成功了，但擠花真不容易，每個都好大😆但滿滿練習會越來越好的，👍', '非常簡單又明瞭的上課內容，我很愛吃馬卡龍，看完之後可以來試試。', '學到以前就很想學的馬卡龍製作\n沒想到作法麻簡單的\n雖然第一次自己製作失敗了\n相信我製作多次後,可以做出漂亮的馬卡龍', '老師的講解非常清楚\n而且作品也成功的\n雖然是用家用烤箱\n但是一樣適用', '老師教學仔細，步驟也都很清楚，就是食譜偏甜，真的得來杯黑咖啡，小口小口的品嚐這馬卡龍^ ^']"
20,七日減醣計畫「一週持續執行！」邊吃邊享瘦,4.85,20,190,224,1580,"1. 七日習慣養成易瘦體質，減輕倚賴運動維持的壓力。
2. 簡單聰明的料理方式，因為減醣愛上廚藝進步的自己。
3. 學會如何選擇吃得更好更健康，真正美味不用餓肚子。
4. 三個月擺脫不必要重量，課程教你維持健康不再復胖。","['簡單易懂，講解清楚，示範料理很讚', '相當基礎', '簡單易懂', '不錯', '非常實用且生活化的課程', '七日減醣計畫「一週持續執行！」邊吃邊享瘦', '非常有內容幫助很大~~', '簡單實用的課程', '終身受用', '便當食譜很實用', '七日減醣計畫「一週持續執行！」邊吃邊享瘦', '知識受用', '課後心得', '簡單明瞭受用', '對減醣的認識', '理論實作並用的一門減醣課', '適合減醣新手', '一堂將減醣口號化為實際示範的課程', '受益良多的課程', '推薦給減醣新手']","['這門課學習食物種類、營養須知、每餐食物需要的份量，看完覺得獲益良多。因為老師用淺顯易懂的方式教學，好像減醣及料理其實不難，非常好👍 接下來要學習老師的做法希望減醣成功。謝謝老師的教學。', '15分鐘料理還挺有用， 如果能出更多方便快速的便當課程和氣炸鍋料理就更好了', '原來我們每天攝取的碳水這麼多\n老師提供很確切的數值教大家攝取對應的食物與營養\n看了課程之後不要忘記執行與紀錄\n可以更好的調整自己的飲食\n課程前面幫大家植入減醣的觀念\n從第九章開始介紹減醣料理，可以自行運用', '適合新手', '從各層面了解到更兼康的飲食方式', '課程受益良多，還可以回顧，非常有意義!', '非常有內容幫助很大~~', '課程內容可以很輕鬆簡單的帶到日常生活，太棒了~', '減醣不難，但是需要持之以恆！一起越吃越健康吧！', '課程提供了許多正確的減醣觀念，尤其是便當菜食譜，對於上班族而言十分實用。', '對於減醣的觀念有更進一步一了解，覺得減重應該沒有那麼難了，會試試看。', '學到很多減肥的知識，原來減肥不是不吃就可以了，還能吃得很好', '因工作模式，除晚餐外，早午餐都是外食族，透過老師講解及原理，讓外食選擇可以吃的更健康。', '上完課程終於了解如何健康減醣瘦身，簡單的料理食譜很受用，再來就須好好計劃自己如何持續執行健康享瘦了?謝謝~', '新手學員對減醣較沒概念的，上完較有概念囉！期待可以好好執行囉！', '前半段滿詳細解說關於減醣料理的理論，後半段有簡的實作課程，還有提供七日食譜，很棒的課程！', '課程中有很多菜單可以參考，而且準備食材也不困難，只要減掉白飯、白麵、麵包、饅頭，其他可食用的天然食物也很多，謝謝老師提供多變化的菜單介紹。', '本身對於減醣有認識，但對於如何實行及制定進食量沒有一個標準，每次想減少醣的進食量都失敗，看完了課程終於了解如何設計自身的菜單，大推!減醣瘦身是一個知易行難的過程，尤其是美食當道的現化社會，各種美食當前，不嚐一口都難，一旦開了口就停止不下來，這堂課實際示範了減醣的吃法，以及點出了一條明確方向，讓人對於各餐所入口的食物，吃進了多少的碳水化合物及糖，還有對於生活中料理的潛在糖的地方及醬料有詳細的說明，了解每日菜色的隱藏危機，若對於減醣瘦身有一定程度的認知，但卻不知道如何將行動落實於日常三餐飲食的人，推薦此課程，會有明確具體的方向!', '自從上完老師的課程後，身體力行的實施老師的計畫，果真身體瘦了，皮膚氣色都變好了，朋友們都覺得我好像不一樣了，但是又看不出來我是怎麼改變的。\n因為我就是照常出席聚會活動，這樣吃吃喝喝，但是對於飲食的選擇多了一把尺，所以身形變了，但是旁邊的人都看不出來我是怎麼改變的。\n像老師說的，把減醣融入生活中，它一點都不難。', '很適合新手學習\n想知道如何減醣，看這隻影片就對了~\n減醣的正確觀念很重要\n不要亂亂吃，傷了身體，傷了荷包，也達不到效果\n']"
21,火頭工做麵包：與酵母共舞，設計專屬配方,4.95,21,506,1101,3200,"1、輕鬆學會使用各種不同的商業酵母製作老麵，包括：湯種、小麥酸種、魯邦種、裸麥酸種、斯貝爾特酸種、克非爾等製作麵包。 
2、學會十款經典歐式麵包：口袋餅、拖鞋麵包、鄉村麵包、司康、棍子麵包、面具、農夫麵包、斯貝爾特混合麵包、德國結、羅宋。
3、學會各種不同麵粉的操作，包括：一般高低筋麵粉、T55、T65、裸麥、小麥麵粉、小麥全麥粉、斯貝爾特小麥粉等。
4、學會多種不同的製作程序，包括老麵法、湯種法、預發酵法、粉油拌合法、水合法、雙水合法、低溫長時間隔夜發酵法等。
5、初學者，可以了解麵包的材料和製作工序，清楚掌握製作流程，縮短摸索的時間並降低材料耗損。
6、專業麵包師傅與食品相關科系的學生，可以系統化理解麵包發酵的科學原理，不再死守固定配方，在技術上更上一層。
7、社區麵包店或是小型工作室的經營者，協助你把「發酵程序」和「人員作息」調成一致，兼顧人性化管理與生產效率。","['值得推薦', '火头工做面包：与酵母共舞，设计专属配方', '內容扎實的課程', '非常用心製作的麵包課程', '解說詳細', '非常值得上的課程', '設計配方', '非常值得花錢上的課程', '設計配方', '值得上的课程', '希望像老師一樣成為熱愛麵包的人', '與酵母共舞', '與酵母共舞', '與酵母共舞', '很棒的課程', '好棒的課程', '與酵母共舞', '口袋麵包', '做司康的心得', '與酵母共舞', '謝謝老師']","['課程內容很豐富，老師講解很仔細，細節交待得很清楚\n唯獨特寫鏡頭較少，如果能在整型桌正上方再架一機就更好了\n\n老師的配方xls及文件真的太實用了！再多給5顆星★★★★★', '老师认真教学，每一步的过程教导得很仔细，特别好。', '很棒的課程，謝謝老師設計不同類型的麵包形式應用，除了配方外，還有講解背後的原理，\n當然成品也是很美味，課程中的產品有別於跟平常市面上所認知的，呈現出不一樣的味道和口感，讓人驚艷!', '課程不僅展視了麵包製作的方法，還蓋括了麵包製作背後的原理，而且提供了可以自行調節的配方，非常有心思。老師講解清晰，有條理，每個章節最後也會總結重點，有助學習。謝謝老師不藏私的分享，希望疫情過後能夠有機會到台灣品嘗老師店內的麵包！', '喜歡第二季的課程內容，老師對於麵包的製作細節，講解的更加仔細。就算只是透過螢幕觀看也能掌握製作時應該注意的地方。', '課程架構扎實，老師講解詳細，可學習到酵母和麵包更深層的知識和技術，很棒的課程！', '可以學習到設計配方，各種不同酵母知識', '課程架構設計的很好，老師的講解很多細節都有覆蓋到，而且還可以學到這麼多不同樣式的麵包，應可算是線上能找到最好的麵包烘焙課程了！', '可以學習到設計配方，各種不同酵母知識', '可以学习到面包的历史的由来，不一样的酵母种类做的面包。老师讲得很详细，值得学习的课程。', '老師講解的好清楚， 讓我把很多基本觀念都搞清楚了', '課程架構紮實、內容設計非常的豐富；滿足求知慾強的學習者；在每一款的麵包搭配不同的酵母行為讓我學到的是超過十款的麵包的感覺、吳老師也用最專業的詳細講解，讓我每一堂課都有收穫。非常推薦喜歡做烘培的朋友也一起來學習。', '與酵母共舞課程詳細講解酵母及和養種的知識\n使我一直以來的一知半解的部份都得到解答\n課程內容多元豐富,老師的詳細講解每個步驟\n從中學習到很多整形手法，以及烤焙重點\n使得我烘焙有進步也更有熱情，謝謝老師的教導', '與酵母共舞，課程多元豐富，經由老師的詳細講解、操作步驟，自己再實作，從中學習到很多，使得我烘焙更上一層樓，謝謝老師的教導', '老師的講解很仔細，學習到很多不同的酵母知識，整型手法等等。有問題發問，老師也很認真回覆學生的疑惑。', '不藏私的麵包教學 內容豐富非常值得', '課程內容多元 老師很用心指導', '吳老師說課 理論和實踐並存，每個步驟解說清晰及明確。吳老師是專業的麵包匠人、也是位用心教學的老師。\n', '以往做司康都是用泡打粉，第一次用酵母來製作，因為怕失敗就照老師說的提高酵母的比率至千分之三，設備只有攪拌機1台、水波爐1台，看老師教學影片中用了2台攪拌機，所以我只能先把粉團先拌好拿去冰再打發蛋液至乾性發泡，再將粉團ㄧ起混合，驚險中還是完成作業！家人都說很好吃，都要感謝老師！', '之前有關酸面包的疑惑\n謝謝老師您詳細解説！\n影片看一次是不夠的\n每次看後，也要實作\n才能找出問題所在！', '自學烘焙麵包有將近一年時間，這段時間買很多書，看了很多YouTube的影片，所有的知識都是拼拼湊湊每一個片段成為自己的烘焙流程，當然失敗的多，成功的不知所以然。\n\n這次購買老師的課程，許許多多心中的疑惑，像是打通任督二脈、當頭棒喝，一整個豁然開朗。\n\n老師的課程是全心專注在傳道授業，傾心相授，沒有任何置入行銷。\n\n真的很感謝老師。']"
22,臺菜廚神阿發師的 12 堂課 - 辦桌菜輕鬆做,5.0,5,209,141,3480,"1. 了解的臺菜文化，不管你在那裏，都可以重現臺灣味
2. 擁有臺菜元素的配搭、烹調、擺盤的基礎概念，具有組合成屬於自己的料理的能力
3. 讓爸爸媽媽驚艷的做菜技能，如臺菜必備技巧：刀工及備料、臺菜三寶、經典辦桌菜
4. 上完課程，你將學到包含阿發師經典秘傳料理佛跳牆等，總計至少九道料理

","['臺菜廚神阿發師的 12 堂課', '跟著阿發師學到台菜精髓', '阿發師的12堂課', '能上到阿發師的課程真的是太棒了', '麻油與薑']","['我先看一遍 做一下筆記 跟著老師步驟 其實一點也不難 而且都是端出去  很有面子的大菜', '看完課程已經做了好幾道，豬腳也滷過幾次，每道都好上手又好吃', '線上的台菜課太棒了，這就是我需要的課程，感謝阿發師的授課，期待阿發師能再規劃其它的古早味台菜，讓我能繼續學習，謝謝您。\n', '看完課程後， 非常開心自己有選上這堂課， 老師的每個步驟都講解得很清楚，應該可以在家辦一桌台菜料理了\n每一道成品色 香 味俱全，我也會好好練習， 也希望能再看到老師其他台菜教作的課程 謝謝', '哈哈 果然是一道,道地十足的台菜經典好菜！！\n阿發師的做菜手法是以餐廳的方式制備\n過油存香存味保水份,並將麻油與薑先處理處理到位\n再用米酒加甘草片的方式,多點隱味（這手法不知道,是不是以前老台南做菜手法用甘草水的方式）\n整個做菜流程輕鬆寫意......值了！\n能看到阿發師傅出手教學\n等了這麼久真的值了!!謝謝阿發師 ^_^\n']"
